187000,27
188000,27
189000,27
190000,27
191000,27
192000,27
193000,27
194000,28
195000,28
196000,27
197000,28
198000,28
199000,28
200000,27
201000,27
202000,27
203000,27
204000,27
205000,27
206000,28
207000,28
208000,28
209000,27
210000,28
211000,28
212000,28
213000,28
214000,27
215000,28
216000,28
217000,28
218000,28
219000,28
220000,28
221000,28
222000,28
223000,28
224000,28
225000,28
226000,28
227000,28
228000,28
229000,28
230000,28
231000,28
232000,28
233000,28
234000,28
235000,28
236000,28
237000,28
238000,28
239000,28
240000,28
241000,28
242000,28
243000,28
244000,28
245000,28
246000,28
247000,28
248000,28
249000,28
250000,28
251000,28
252000,28
253000,28
254000,28
255000,28
256000,28
257000,28
258000,28
259000,28
260000,28
261000,28
262000,28
263000,28
264000,28
265000,28
266000,28
267000,28
268000,28
269000,28
270000,28
271000,29
272000,29
273000,29
274000,29
275000,29
276000,29
277000,29
278000,30
279000,29
280000,29
281000,29
282000,29
283000,29
284000,29
285000,29
286000,29
287000,29
288000,29
289000,29
290000,29
291000,29
292000,29
293000,29
294000,29
295000,29
296000,28
297000,29
298000,29
299000,29
300000,29
301000,28
302000,28
303000,29
304000,28
305000,29
306000,29
307000,28
308000,28
309000,28
310000,28
311000,28
312000,28
313000,28
314000,28
315000,28
316000,28
317000,28
318000,28
319000,28
320000,28
321000,28
322000,28
323000,28
324000,28
325000,28
326000,28
327000,28
328000,28
329000,28
330000,28
331000,28
332000,28
333000,28
334000,28
335000,28
336000,28
337000,28
338000,28
339000,28
340000,28
341000,28
342000,28
343000,28
344000,28
345000,28
346000,28
347000,28
348000,28
349000,28
350000,28
351000,28
352000,28
353000,28
354000,28
355000,28
356000,28
357000,28
358000,29
359000,29
360000,29
361000,29
362000,29
363000,29
364000,29
365000,29
366000,29
367000,29
368000,29
369000,29
370000,29
371000,29
372000,29
373000,29
374000,29
375000,30
376000,29
377000,29
378000,29
379000,29
380000,29
381000,29
382000,29
383000,29
384000,29
385000,29
386000,29
387000,29
388000,29
389000,29
390000,29
391000,29
392000,30
393000,30
394000,29
395000,29
396000,29
397000,29
398000,29
399000,29
400000,29
401000,29
402000,29
403000,29
404000,29
405000,29
406000,29
407000,29
408000,29
409000,29
410000,29
411000,29
412000,29
413000,29
414000,29
415000,29
416000,29
417000,29
418000,29
419000,29
420000,29
421000,29
422000,29
423000,29
424000,29
425000,29
426000,29
427000,30
428000,29
429000,29
430000,29
431000,29
432000,29
433000,29
434000,29
435000,29
436000,29
437000,29
438000,29
439000,29
440000,29
441000,29
442000,29
443000,29
444000,29
445000,29
446000,29
447000,29
448000,29
449000,29
450000,29
451000,29
452000,29
453000,29
454000,29
455000,29
456000,29
457000,29
458000,29
459000,29
460000,29
461000,29
462000,29
463000,29
464000,29
465000,29
466000,29
467000,29
468000,29
469000,29
470000,29
471000,29
472000,29
473000,29
474000,29
475000,29
476000,29
477000,29
478000,29
479000,29
480000,29
481000,29
482000,29
483000,29
484000,29
485000,29
486000,29
487000,29
488000,29
489000,29
490000,29
491000,29
492000,29
493000,29
494000,29
495000,29
496000,29
497000,29
498000,29
499000,29
500000,29
501000,29
502000,29
503000,29
504000,29
505000,29
506000,29
507000,29
508000,29
509000,29
510000,29
511000,29
512000,29
513000,29
514000,29
515000,29
516000,29
517000,29
518000,29
519000,29
520000,29
521000,29
522000,29
523000,29
524000,29
525000,29
526000,29
527000,29
528000,29
529000,29
530000,29
531000,29
532000,29
533000,29
534000,29
535000,29
536000,29
537000,29
538000,29
539000,29
540000,29
541000,29
542000,29
543000,29
544000,29
545000,29
546000,29
547000,29
548000,29
549000,29
550000,29
551000,29
552000,29
553000,29
554000,29
555000,29
556000,29
557000,29
558000,29
559000,29
560000,29
561000,29
562000,29
563000,29
564000,29
565000,29
566000,29
567000,29
568000,29
569000,29
570000,29
571000,29
572000,29
573000,29
574000,29
575000,29
576000,29
577000,29
578000,29
579000,29
580000,29
581000,29
582000,29
583000,29
584000,29
585000,29
586000,29
587000,30
588000,30
589000,29
590000,29
591000,29
592000,29
593000,29
594000,29
595000,30
596000,29
597000,29
598000,30
599000,29
